,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
2388,IL3_DF_020007_20140826_G00400ER1_segment_30,Let them ban this ice bucket challenge if so.,government rescue,Others,,
2389,IL3_DF_020007_20140826_G00400ER1_segment_25,Let them ban this ice bucket challenge if so.,government rescue,Others,,
2390,IL3_NW_031234_20141121_G004030CY_segment_8,"Earlier, the spread of the contagion happened due to direct contact between humans and animals which included bats, gorillas, chimpanzees, monkeys, and even deers.",government rescue,water rescue,disaster rescue,fire rescue
2391,IL3_DF_020007_20150405_G00400E51_segment_28,"In the treatment, all medications are free for patients and the state allocates funds for the project. The medication does not happen to come out free from factories.",government rescue,water rescue,disaster rescue,fire rescue
2392,IL3_NW_031234_20150805_G004030CV_segment_6,The other two patients' health histories were not clear.,government rescue,Others,,
2393,IL3_DF_020007_20160105_G004000AK_segment_0,Perhat Tursun,government rescue,Others,,
2394,IL3_DF_020007_20140826_G00400ER1_segment_16,"This ""ice bucket"" could be banned then?",government rescue,Others,,
2395,IL3_WL_031211_20140214_G00400066_segment_26,Polo and kabab ( Uyghur foods) cannot be cooked in Hotan?,government rescue,Others,,
2396,IL3_NW_031227_20140217_G0040006D_segment_0,"A press conference was held by the government of Hotan province to discuss solutions and rescue work after the ""February 12[th]"" earthquake.",government rescue,water rescue,disaster rescue,fire rescue
2397,IL3_DF_020008_20160429_G00400K1T_segment_55,This person seems to be not in Urumqi.,government rescue,Others,,
2398,IL3_DF_020008_20140225_G004001HU_segment_13,"Waiting for thousands years, populuses lived against the desert",government rescue,Others,,
2399,IL3_WL_031211_20140213_G00400065_segment_12,The purpose I am talking that all the Chinese language websites covered the earthquake news in Keriya and the Uyghur websites remained silent. What a strange phenomena is this!,government rescue,Others,,
2400,IL3_NW_031234_20150805_G004030CV_segment_10,"According to research, baby camels carry crown-like viruses.",government rescue,water rescue,disaster rescue,virus water
2401,IL3_WL_031219_20140215_G0040005M_segment_23,Source: My Writing. Pictures are from the internet.,government rescue,Others,,
2402,IL3_SN_000370_20160412_G0T0005E5_segment_0,European attempt of terror https://t.co/Mk2493PSdF,government rescue,Others,,
2403,IL3_DF_020008_20160430_G00400GUU_segment_6,Resource from << Xinjiang Law Newspaper>>.,government rescue,Others,,
2404,IL3_DF_031211_20150522_G0040007W_segment_58,"I believe the Party Committee of Qumul District and government should work for their people better than other places in the Autonomous Region, which is known for the people who have been in Qumul before.",government rescue,Others,,
2405,IL3_WL_031228_20140215_G0040006G_segment_60,", i# d1 A8 q!",government rescue,Others,,
2406,IL3_NW_031234_20141121_G004030CY_segment_0,The spread of wild animals and the Ebola virus.,government rescue,water rescue,water virus,virus
2407,IL3_NW_031214_20140215_G00400061_segment_10,"With the memory of this, we didn't care much for this news because we hoped this one was also fake.",government rescue,water rescue,water virus,virus government
2408,IL3_DF_020007_20160125_G00400B97_segment_59,That is why they always make war.,government rescue,Others,,
2409,IL3_DF_020008_20160429_G00400KIF_segment_1,Don't steal my dear child.,government rescue,Others,,
2410,IL3_DF_020007_20150405_G00400E51_segment_13,The price on Taobao was 128 CNY.,government rescue,Others,,
2411,IL3_DF_020007_20160105_G004000AK_segment_21,The last part is greatly composed. I wish more success for Yarghol's writing.,government rescue,Others,,
2412,IL3_NW_031266_20140430_G004030DO_segment_9,"The King of Saudi Arabia, Abdullah bin Abdulaziz Al Saud, fired the current director of the Health Department. However, other authorities from Saudi Arabia are concerned about preventing the spread of infectious disease.",government rescue,Others,,
2413,IL3_WL_031219_20140215_G0040005M_segment_12,This disaster is merciless and men are helping to do something.,government rescue,water rescue,disaster rescue,fire rescue
2414,IL3_DF_020007_20160502_G0040128Z_segment_9,"1995: An explosion kills 6 people in Riyadh, Saudi Arabia.",government rescue,Others,,
2415,IL3_DF_020008_20140225_G004001HU_segment_22,"Live on dried impermeable land, the populus get enough of desert.",government rescue,Others,,
2416,IL3_DF_031211_20150522_G0040007W_segment_12,What on earth did the old men and women whisper about?,government rescue,water rescue,disaster rescue,fire rescue
2417,IL3_DF_020008_20160429_G00400KIF_segment_28,This poetry's content is very eloquent.,government rescue,Others,,
2418,IL3_DF_031211_20150522_G0040007W_segment_9,"The sky alternated its color between darkness and red, and it had been raining continuously, calling to mind the old saying that the rain is a relief, unless itis a disaster.",government rescue,water rescue,disaster rescue,fire rescue
2419,IL3_NW_031234_20150110_G004030CO_segment_6,Phill said that H3N2 flu was more contagious than other types of colds.,government rescue,water rescue,water virus,virus
2420,IL3_NW_031234_20150110_G004030CO_segment_3,"The highly infectious flu was a flu whose rate of transmission was higher than 50% in each and every state. People aged 65 and higher had a much higher chance of being hospitalized to receive treatments. Director of the American Center for Disease Control and Prevention Thomas Phill told a reporter that normally an outbreak of flu lasted 13 weeks, but now we were in the 7[th] week, America was still in the middle of the flu season, and a massive epidemic was going on.",government rescue,Others,,
2421,IL3_DF_020008_20160429_G00400GLC_segment_90,More than 20 thousand Uyghur in Kachung were eaten by Zhaohui troops,government rescue,Others,,
2422,IL3_NW_031234_20160217_G004030C7_segment_3,"The WHO noted that by now, Zika virus infections have occurred in more than 30 countries in America and Africa.",government rescue,Others,,
2423,IL3_DF_020007_20160125_G00400B97_segment_30,"Last week, women in Colombia, Ecuador, Salvador, and Jamaica were recommended to postpone their pregnancy until research on the Zika virus has made some progress.",government rescue,water rescue,disaster rescue,fire rescue
2424,IL3_WL_031228_20140215_G0040006G_segment_7,...Greetings like these has become a hot topic on our modern communication platform WeChat in no time at all.,government rescue,water rescue,disaster rescue,virus water
2425,IL3_SN_000370_20160417_G0T0005GH_segment_0,"In China, an attacker with a knife was shot by the police. East Turkistan Information Center. https://t.co/xas1jsvoUQ",government rescue,Others,,
2426,IL3_DF_020008_20160429_G00400KIF_segment_15,"Your father raised you just like that, your mother raised you just like that.",government rescue,water rescue,disaster rescue,fire rescue
2427,IL3_NW_031237_20140505_G0040006T_segment_11,"A 45 years old man named Nur lost a relative in the disaster. He also stated: ""We truly could not rescue anyone under the mud; we had no hopes left""",government rescue,water rescue,disaster rescue,fire rescue
2428,IL3_DF_020007_20140922_G00400EMN_segment_7,Does he want to accept the apprentice?,government rescue,water rescue,disaster rescue,virus water
2429,IL3_DF_031212_20140219_G0040007R_segment_8,"We felt that in this challenging world, it was good of Allah to send us this disaster by using his wisdom to either test our cohesion and unity, or to comfort our sorrow by making us realize our cohesion. For indeed, with hardship, pain will be erased (quoted from Qur'an Insharah 5-6 Ayat). We also have received your warm hearts by encountering this hardship. This mysterious hardship linked our friendships and hearts again.",government rescue,Others,,
2430,IL3_NW_031209_20160218_G004030EN_segment_4,"According to a report from the World Health Organization, by now more than 30 countries and regions in America and Africa are documented to have een infected by the Zika virus. It was discovered that two people were infected by the Zika virus in China.",government rescue,Others,,
2431,IL3_DF_020007_20140826_G00400ER1_segment_2,"20140826083000719.jpg (20.09 KB, number of downloads: 2)",government rescue,Others,,
2432,IL3_NW_020003_20150703_G00400016_segment_2,"Although the Urumqi riots happened 6 years ago, the Chinese government has not yet provided any information about the dead and missing Uyghur citizens after the riot. Additionally, the Chinese government has intensified strategies for oppressing the Uyghur people, including illegal arrests and repression of social economy, religion, and culture。",government rescue,Others,,
2433,IL3_DF_020007_20160502_G0040128W_segment_24,"Lutpulla Mutellip's birthday was in 1922, or ?",government rescue,Others,,
2434,IL3_DF_020007_20141012_G00400E53_segment_8,The number is growing.,government rescue,Others,,
2435,IL3_NW_031237_20151208_G004030D6_segment_6,"After the A category virus H1N1 was discovered in 2009, it rapidly spread in America and Mexico. According to the WHO's contagious disease report, by August, 2010, infectious diseases had been found in 214 countries in total and killed 185 thousand people.",government rescue,Others,,
2436,IL3_NW_031234_20151208_G004030CL_segment_6,"After the A category virus H1N1 was discovered in 2009, it rapidly spread in America and Mexico. According to the WHO's contagious disease report, by August, 2010, infectious diseases had been found in 214 countries in total and killed 185 thousand people.",government rescue,Others,,
2437,IL3_DF_020008_20160429_G00400KIF_segment_17,"I will never mind to call you elder brother, but please have a conscience for these trafficked children.",government rescue,Others,,
2438,IL3_NW_031214_20140217_G0040004Z_segment_4,Two helicopters of the Air Brigade of the Xinjiang Army landed at Xoten Airport at 43 minutes past 9 o'clock p.m.,government rescue,Others,,
2439,IL3_DF_031212_20140308_G0040007Q_segment_32,"IMG_3405.jpg Downloaded:1, 185.42 KB",government rescue,Others,,
2440,IL3_DF_031211_20150522_G0040007W_segment_33,"IMG_2409.JPG (157.35 KB, 17 : download times)",government rescue,Others,,
2441,IL3_DF_031211_20150522_G0040007W_segment_35,"IMG_2414.JPG (173.98 KB, 14 : download times)",government rescue,Others,,
2442,IL3_DF_031211_20150522_G0040007W_segment_32,"IMG_2406.JPG (94.26 KB, 10 : download times)",government rescue,Others,,
2443,IL3_NW_031234_20150110_G004030CO_segment_0,H3N2 flu epidemic spread in America and caused death in 26 children.,government rescue,water rescue,water virus,virus
